course_unit_code,course_degree_code,course_unit_name,course_unit_academic_year,degree_course,degree_course_track,number_of_ects_credits_allocated,type_of_assessment,course_unit_english_denomination,department_of_reference,mandatory_attendance,language_of_instruction,branch,single_course_unit,optional_course_unit,course_unit_for_erasmus_students,course_unit_lecturer,course_unit_organization_period,course_unit_organization_year,course_unit_organization_teaching_method,course_unit_organization_type_of_hours,course_unit_organization_credits,course_unit_organization_teachinghours,course_unit_organization_hours_ofindividual_study,course_unit_organization_shifts,start_of_activities,end_of_activities,course_unit_url,prerequisites,target_skills_and_knowledge,examination_methods,assessment_criteria,course_unit_contents,planned_learning_activities_and_teaching_methods,additional_notes_about_suggested_reading,textbooks_(and_optional_supplementary_readings),notes
SCQ1095639,SC2590,LIFE CYCLE ASSESSMENT,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",ENERGY CONVERSION AND STORAGE [002PD],6.0,Mark,LIFE CYCLE ASSESSMENT,Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,ANNA MAZZI and ANNA STOPPATO,First semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/002PD/SCQ1095639/N0,Basic knowledge of chemistry and thermodynamics,"Competencies:•	International and European policies to support environmental impact assessment and life cycle approach•	Principles and models to evaluate environmental impacts from life cycle perspective•	International requirements to conduct a LCA study: ISO 14040-14044 standards•	Areas of application of the LCA studies in the industrial field and recent scientific developmentsAbilities:•	to apply the LCA methodology to simple case studies, such as examples of products, materials, and technologies of circular economy•	to understand the results of LCA studies, their usefulness, and any limits, with focus on circular economy products and processes•	to use a software program for conducting simple LCA studies •	to prepare a clear, concise, and complete report of the LCA case study modelled using the software","Written test completed by two laboratory reports.The written test consists of 4 open-ended questions and aims to assess the student’s knowledge of the course theoretical contents, clarity, and ability to synthesise them.The laboratory reports refer to practical activity during the LCA laboratory, and their goal is to demonstrate abilities in using LCA software with reference to two case studies.","The evaluation criteria are the following:• Level of knowledge of the theoretical references• Clarity of presentation and ability to summarize• Presentation skills and thoroughness of discussion• Critical originality• Ability to apply acquired knowledge to case studiesThe written test will be evaluated with a mark out of thirty  for each question: the written test mark will be the arithmetic mean of the questions' score.The laboratory reports will be evaluated with an additional score to the final score of written test, from +0 points (minimum) to +2 points (maximum).","•	Introduction to LCA: from its origins to today, international reference standards, phases of the study•	Deepening of ISO 14040-44 requirements: Goal and scope definition, Life cycle inventory, Life cycle impact assessment, Interpretation, conclusions and recommendations•	Examples and case studies: application of ISO 14040-44 requirements in different industrial sectors, and focus on circular economy solutions•	LCA in the market: Environmental Product Declaration, Carbon Footprint, and other LCA tools•	Critical issues and recommendations of LCA methodology and LCA tools in the circular economy•	Case studies, practical exercises and computer labs using the Simapro software","Lectures, seminars and active learning.Classroom discussion of case studies. Classroom exercises with mini working groups.Exercises in computer lab to know the SimaPro software and to apply LCA methodology to simplified case studies.","Reference text for the study is:Hauschild M.Z., Rosenbaum R.K., Olsen S.I., Life Cycle Assessment. Theory and Practice, Springer, 2018The textbook is available as e-book in the UniPD Sistema Bibliotecario di AteneoMaterials for the final exam preparation include: class slides, your personal notes and compulsory readings. Class slides and readings will be made available on the Moodle page of the course.","Hauschild M.Z., Rosenbaum R.K., Olsen S.I., Life Cycle Assessment. Theory and Practice. --: Springer, 2018.        ISBN 978-3-319-56474-6


        Walter Klopffer and Birgit Grahl, Life Cycle Assessment (LCA) A Guide to Best Practice. --: Wiley, 2014.",Not mentioned.
SCQ1095699,SC2590,MATERIALS DESIGN AND SELECTION FOR CIRCULAR ECONOMY,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",RESOURCES AND PRODUCT DESIGN AND RECYCLING [001PD],9.0,Mark,MATERIALS DESIGN AND SELECTION FOR CIRCULAR ECONOMY,Department of Chemical Sciences,Yes,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,SILVIA GROSS and STEFANO CASALINI and LAURA ORIAN,First semester,2nd Year,blended/mixed,Lecture,8.0,64,136.0,No turn,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/001PD/SCQ1095699/N0,"Basic knowledge of mathematics and physics. Knowledge of organic, inorganic and physical chemistry (reviewed in the initial chemistry tutorial course during the first two weeks of the semester of the first year, 18 hours).","In general, the course is aimed at providing the fundamentals of materials selection oriented to sustainability.In its interdisciplinary structure, the course is expected to lead to the following knowledge and skills: Module 1: Materials in circular economy and eco-informed material choice (6 ECTS)The main goal of this first module is to introduce eco-design and circularity-oriented design of materials for applications in different sectors. Specific goals are: 1.To understand materials in a circular economy dimension and their relevance in specific sectors. 2.To be able to identify, in the performance of a component, a series of ""indices"", or combinations of material properties to be optimised in order to reduce energy consumption and carbon footprint 3.To be able to recognise the several stages of materials life cycle and operate on them by means of “Eco-audits”4.To be able to adjust materials selection according to the availability of raw materials.5. Assess the different circular options for each class of materials described during the lectures.  Module 2: (2 ECTS, 1 ECTS = 12 hours to be delivered on line) Design and selection of functional molecules and materials for sustainable synthesis and circularity. The main goal of the module is to illustrate how to design in silico a circular product and assess its physico-chemical properties. This approach requires the introduction of the fundamentals and applications of few topics of computational chemistry to predict and interpret structural and reactivity properties of functional molecules and materials.1 ECTS devoted to computational laboratory activity and description of case-studies.Module 3: Molecules and materials chemico-physical characterisation Physico-chemical characterization of molecules and materials. This module aims at supplying the physico-chemical basics to the students towards analytical approaches to characterize molecules and materials in terms of compositional, structural/morphological and functional properties.","The verification of the expected knowledge is carried out through a written test. The written exam consists of 12 questions, both multiple choice and open-ended, on the whole program of the course.",Assessment criteria:	The evaluation criteria consist of: 1.Completeness of the acquired knowledge 2.Property of technical terminology 3.Consistency and precision in the application of numerical algorithms and graphs 4.Comprehension of the multi-scale computational methodologies and of their application to the design in silico of a circular process and/or product.,"Module 1: Materials in circular economy and eco-informed material choice Resources and their use. The EU framework. Introduction to materials: main features (composition, structure, morphology, structure-properties relationships), main classes of materials, relevance in main specific sectors (building & construction, apparel & textiles, paper and cellulose, composites) in a circular economy perspective. Eco-informed material choice. Specific topics: -Basics on circular chemistry. -Embedding sustainability in the design/manufacturing of materials. - Sankey diagrams of materials flow. - Circularity options for different classes of materials-How to address criticality: material design to reduce CRM content and substitution approaches. -Introduction to material properties charts: development and use. Definition of materials indices: performance of a component according to a combination of properties; selection through charts and indices. Presentation of ""pure"" selection case studies, with discussion of the characteristic equations and derivation of selection indices. Materials selection with conflicting objectives: trade-off analysis.-Environmental impact monitoring methods. Case studies of graphical materials selection oriented to environmental sustainability (control of energy and carbon footprint) in primary production. -Materials life cycle: definition of boundaries, introductory remarks to LCA, principles of eco-auditing. Updates on environmental sustainability from inclusion of manufacturing step.  Presentation and analysis of end-of-life options. Case studies of application of eco-audits: introduction to the CES (Cambridge Engineering Selector) software, comparison between disposable and reusable constructions, material substitution-Case studies on cost/environmental sustainability trade-off-Sustainability by means of material minimization: introduction of shape factors, with case studies. Module 2: Design and selection of functional molecules and materials for sustainable synthesis and circularityThe module offers an overview of the modern computational tools available to design functional molecules and materials. Those theoretical aspects, which are mandatory to understand the described multi-scale computational strategies encountered in literature, will be concisely presented. During the practical sessions, students will learn how to solve basic computational problems, i.e. electronic structure calculations, computation of structural, thermochemical and spectroscopic, structural properties, description of elementary chemical reactions through hybrid methods in homogeneous and heterogeneous catalysis, and to easily read current literature focused on optimizing in silico circular processes. Fundamentals of quantum chemistry (Density Functional Theory) will be revisited in concise fashion aiming at the comprehension of the main methodological aspects. Molecular mechanics and force fields will be described, to introduce the hybrid DFT/MM approach and discrete solvation models. During the course, application of computational protocols to study chemical bond reactivity and chemical reactions will be discussed. To this purpose, practical examples will be presented to the students in the computing room of the Department of Chemical Sciences. In addition, seminars upon invitation of Italian and foreign experts, working in the field of computational chemistry for circular production, might be included. Module 3: Physico-chemical characterization of molecules and materials• Matter-electromagnetic radiation interaction.• UV-Vis and IR spectroscopies.• Thermal gravimetric techniques such as TGA and DSC.• Electronic microscopies like SEM and TEM","Module 1 and 3: lectures in the classroom, with specific references to circular economy cases studies. During the lessons, it is also expected to present the functionalities of the CES (Cambridge Engineering Selector) software package in the selection of materials for various technical applications, according to the environment.Module 2The teaching activities include hours both in the classroom (8 ECTS) and in the labs (1 ECTS). During classroom hours, on computer support (projected slides), the theoretical contents of the course are addressed. Demonstrations and examples of calculation are selected by the teachers and developed step by step on the blackboard. During class hours in the computer lab, the functionalities of CES (Cambridge Engineering Selector) software package are progressively presented and applied in the selection of materials for various technical applications.","All the teaching material presented during the lessons (constituting the topics of the exam) is made available on the Moodle platform, in the form of slides (the same ones projected during the lessons), pappers, EU reports, white and position papers. Suggested texts:MODULE 1M.M. Farag, Materials and Process Selection for Engineering Design. Boca Raton: CRC Press, USA (optional)M.F. Ashby, Materials Selection in Mechanical Design. Oxford, UK: Butterworth Heinemann  (optional)M.F. Ashby, H. Shercliff, D. Cebon, Materials, Butterworth Heinemann, Oxford, UK (optional)P. Ferro et al.: Lectures from DERMAP (DEsign of components in a critical Raw MAterials Perspective) Project (optional) C. J. Cramer, Essentials of Computational Chemistry. UK: John Wiley & Sons, 2004Leng, Y. Materials Characterisation, Introduction to Microscopic and Spectroscopic Methods. Edition No. 2MODULE 3Principles of Instrumental Analysis, Seventh Edition 2016. Authors: D.A Skoog, F.J. Holler andS.R. Crouch.Microstructural Characterization of Materials 2nd Edition 2008. Authors: D. Brandon andW.D. Kaplan.Materials Science and Engineering AN INTRODUCTION, tenth edition 2018. Authors: W.D.Callister and D.G. Rethwisch","M.F. Ashby, Materials and the Environment - Eco-informIled Material Choice (3rd edition). Netherlands: Elsevier, 2020.        Available on line for UniPD students: https://www.sciencedirect.com/book/9780128215210/materials-and-the-environment


        European Parliament, Directorate-General for Internal Policies of the Union, Substitutionability of Critical Raw Materials. Brussels: European Parliament, 2012.        available on line and for free


        European Commission, Critical Raw Materials for Strategic Technologies and Sectors in the EU - A Foresight Study. Brussells: European Commission, 2021.        available on line and for free",Not mentioned.
SCQ1095661,SC2590,SUSTAINABILITY STRATEGIES AND ENERGY ECONOMICS (C.I.),2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",ENERGY CONVERSION AND STORAGE [002PD],,Mark,SUSTAINABILITY STRATEGIES AND ENERGY ECONOMICS (C.I.),Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,Not mentioned.,,,face to face teaching,Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/002PD/SCQ1095661/N0,"No specific basic knowledge is required; in general, the skills gained in the previous courses allow to follow the lessons properly.","The course will couple the management and economics perspectives, models and tools.The Module A of the course provides knowledge and competences related to understand the relationship between environmental sustainability and strategy, the rational of business models for circular economy and to compare alternative innovation and communication strategies in the circular economy framework.The Module B of the course provides knowledge and competences related to the understanding of energy markets and evaluating energy investments. The student will be able to make a market analysis and to manage a project from the economic and technical perspective","The evaluation will be based on written, oral exams and team works.In Module A, the student, either alone or in a team, will have the opportunity of reporting on a specific topic, or reading and commenting a reviewed paper.During Module B two written tests during the teaching time. If the vote is > or = 22/30 the vote can be registered, otherwise an oral examination is required.","Student's evaluation will be based on the competences developed in applying autonomously the course’s topics and ability to solve exercises on investment decisions.Attending students will be also evaluated on their capability to work in group, envision solutions and do analyses related to real case studies. It is required the ability to manage in autonomous way energy supply related problems",Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.
SCQ1095662,SC2590,ENERGY ECONOMICS (MOD. B),2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",ENERGY CONVERSION AND STORAGE [002PD],6.0,Mark,ENERGY ECONOMICS (MOD. B),Department of Chemical Sciences,No,English,PADOVA,Not mentioned.,Not mentioned.,The course unit can be attended by Erasmus+ and other exchange students,Not mentioned.,First semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/002PD/SCQ1095662/N0,"No specific basic knowledge is required; in general, the skills gained in the previous courses allow to follow the lessons properly.","The course will couple the management and economics perspectives, models and tools.The Module A of the course provides knowledge and competences related to understand the relationship between environmental sustainability and strategy, the rational of business models for circular economy and to compare alternative innovation and communication strategies in the circular economy framework.The Module B of the course provides knowledge and competences related to the understanding of energy markets and evaluating energy investments. The student will be able to make a market analysis and to manage a project from the economic and technical perspective","The evaluation will be based on written, oral exams and team works.In Module A, the student, either alone or in a team, will have the opportunity of reporting on a specific topic, or reading and commenting a reviewed paper.During Module B two written tests during the teaching time. If the vote is > or = 22/30 the vote can be registered, otherwise an oral examination is required.","Student's evaluation will be based on the competences developed in applying autonomously the course’s topics and ability to solve exercises on investment decisions.Attending students will be also evaluated on their capability to work in group, envision solutions and do analyses related to real case studies. It is required the ability to manage in autonomous way energy supply related problems",Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.
SCQ1095663,SC2590,SUSTAINABILITY STRATEGIES AND INNOVATION MANAGEMENT FOR CIRCULAR ECONOMY (MOD. A),2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",ENERGY CONVERSION AND STORAGE [002PD],6.0,Mark,SUSTAINABILITY STRATEGIES AND INNOVATION MANAGEMENT FOR CIRCULAR ECONOMY (MOD. A),Department of Chemical Sciences,No,English,PADOVA,Not mentioned.,Not mentioned.,The course unit can be attended by Erasmus+ and other exchange students,FATIMA ZAHRA FAKIR,First semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/002PD/SCQ1095663/N0,"No specific basic knowledge is required; in general, the skills gained in the previous courses allow to follow the lessons properly.","The course will couple the management and economics perspectives, models and tools.The Module A of the course provides knowledge and competences related to understand the relationship between environmental sustainability and strategy, the rational of business models for circular economy and to compare alternative innovation and communication strategies in the circular economy framework.The Module B of the course provides knowledge and competences related to the understanding of energy markets and evaluating energy investments. The student will be able to make a market analysis and to manage a project from the economic and technical perspective","The evaluation will be based on written, oral exams and team works.In Module A, the student, either alone or in a team, will have the opportunity of reporting on a specific topic, or reading and commenting a reviewed paper.During Module B two written tests during the teaching time. If the vote is > or = 22/30 the vote can be registered, otherwise an oral examination is required.","Student's evaluation will be based on the competences developed in applying autonomously the course’s topics and ability to solve exercises on investment decisions.Attending students will be also evaluated on their capability to work in group, envision solutions and do analyses related to real case studies. It is required the ability to manage in autonomous way energy supply related problems",Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.,Not mentioned.
SCQ1095718,SC2590,SYNTHETIC BIOTECHNOLOGY,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",Common track,6.0,Mark,SYNTHETIC BIOTECHNOLOGY,Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,ELISABETTA BERGANTINO,First semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,30/09/2024,18/01/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/000ZZ/SCQ1095718/N0,"Basic knowledge of biology and biochemistry, as furnished by the offered tutoring lectures (18 hours):- General introduction. Bio-elements and water. - Carbohydrates, Lipids, Proteins, Nucleic Acids- The cell, structural and functional unit. The nucleus.- Cytoplasm. Non-membranous structures.- Plasma membrane. Membranous organelles.- Cell reproduction. Mitosis and meiosis.- Genetic material. Replication, transcription and translation.- Enzymes. Catabolism. Respiration, fermentation.- Anabolism. Photosynthesis.- Microorganisms. Bacteria, Archaea and Eukarya. Viruses.",The course aims at presenting methodologies available or developing to date for the utilization of bio-based components (microbial organisms or enzymes) in the sustainable production or degradation of molecules and materials.,"Written exams with open questions, that will determine half the final grade (15/30). Oral presentations, in classroom, of a scientific article selected by the students among those proposed by the teacher, will contribute for the remaining half (further 15/30).","Consistent with the theoretical and applicative nature of the contents, evaluation will take into account acquisition of both knowledge, critical elaborating and problem-solving skills.","Introduction to the biological bases of cell and metabolism.Principles and techniques of genetic engineering referred, in particular, to the production of useful molecules and recombinant proteins (enzymes), in procaryotic and eukaryotic expression systems. Well-established host systems (E.coli and yeast) will be described, as used in the lab-scale but also in their extension to the industrial application (3 ECTS).Utilization of whole-cell organisms and enzymatic activities for the production or the degradation of molecules and materials. (2 ECTS)Innovative developments and examples of recent applications using enzymes for the chemical industry (biocatalysis) and for bioremediation (1 ECTS).","Lectures and active learning. Classroom discussion of case studies also presented by students. Materials for the final exam preparation will be: lecture notes, class slides and scientific articles suggested by the teacher.",Articles presenting the most recent case studies or reviews will be suggested.,"Baldwin, Geoff; Bayer, Travis; Dickinson, Robert; Ellis, Tom; Freemont, Paul S; Kitney, Richard I; Polizzi, Karen; Stan, Guy-Bart, Synthetic biology - A primer (revised edition). Singapore: World Scientific Publishing Co. Pte. Ltd, 2015.        


        Patten, Cheryl L; Glick, Bernard R, Molecular Biotechnology: Principles and Applications of Recombinant DNA. --: ASM Press, 2022.        Suggested consultation of chapters",Not mentioned.
SCQ1095715,SC2590,CIRCULARITY IN BIOMASS PRODUCTIONS,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",RESOURCES AND PRODUCT DESIGN AND RECYCLING [001PD],6.0,Mark,CIRCULARITY IN BIOMASS PRODUCTIONS,Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,GIANLUCA TONDI and ILARIA PICCOLI and MICHELA ZANETTI,Second semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,24/02/2025,14/06/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/001PD/SCQ1095715/N0,None,"Competences:• Knowledge on biomasses and their supply chains• Introduction of forest & agricultural bio-based products• Be able to evaluate the different recycling scenarios for end-of-life bio-based products and the recycling strategies of industrial biomass waste• Be able to understand the environmental advantages and disadvantages of the different production phases of bio-based products (""cradle to cradle"" approach)Abilities:• Recognize quality and sustainability of solid biofuels• Understanding the cascade use of timber and bio-based materials","One single written exam divided in three parts - one per each module- The exams is constituted of open questions, exercises and multiple choices.",•	Learning level of the theoretical contents of the course •	Critical skills,"• Chemistry of biomass: photosynthesis and respiration• Cellulose, hemicelluloses, lignin and extractives: properties, isolation and applications• Introduction to wood material (differences between softwood and hardwood, characteristic and properties)• Solid biofuels (pellets, briquettes, wood chips and firewood)• Quality certifications of solid biofuel (ISO standard series 17225; ENplus, Biomassplus)• Timber supply chains (primary and secondary wood processing industries)• Wood products and related manufacturing and energetic impact of processes (sawn wood, CLT, wood panels)• Cascade usage of wood: methods to extend the time in which carbon is fixed• Chemical valorisation of biomass: pulp & paper industry and concept of biorefinery• Introduction to agriculture: what is agriculture and why do we need agriculture• Type of farming and their efficiency• Agricultural input: water and fertilizer. Economic and environmental impacts• Agricultural output: crop residue and animal waste. Economic and environmental impacts• Possible reuse of agricultural by-products, some “successful story” of by-product/waste reuse","Lectures, teamworking activities, seminars. Possible field excursion can be considered",Materials for the final exam preparation include: class slides and personal notes. Additional material can be provided during the course,,Not mentioned.
SCQ1095738,SC2590,HEALTH AND ENVIRONMENT IN CIRCULAR ECONOMY,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",Common track,6.0,Mark,HEALTH AND ENVIRONMENT IN CIRCULAR ECONOMY,Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,FAZEL ABDOLAHPUR MONIKH,Second semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,24/02/2025,14/06/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/000ZZ/SCQ1095738/N0,"Basic knowledge of environmental science, biology and/or chemistry.","Knowledge. WHO and EEA agree on the principle that ""a clean environment is essential for human health and well-being"". The approach to the relationships that link environmental quality to quality of life (including effects on human health) requires an in-depth study of the scientific knowledge that allows to define and quantify the quality of an environmental resource, the anthropic or natural factors that can compromise it , the chemical-physical and toxicological properties of the main environmental contaminants, the routes of exposure and the effects they can have on human health.Skills. Ability to classify environmental contaminants and chemicals present in articles using harmonized procedures (e.g. EU REACH and CLP regulation). Ability to evaluate the use (or presence) of chemicals in a production process in terms of sustainability. Combine local and global vision of environmental problems.",Esame orale Oral exam and essay,"Level of learning of all topics and their correlations: pollution, properties of contaminants, toxic effects, sustainability of industrial production, etc. Linking environmental health to the framework of circular economy and sustainability.Ability to correlate anthropogenic pollutants (sources) with toxic and environmental effects (both local and global). Developing an assay","Introductory Topics.- The main environmental contaminants: chemical-physical properties, origin and environmental fate.- Toxic properties, routes of exposure and methodologies for estimating the effects of environmental pollutants on human health.- Environmental toxicity and eco-toxicity for industry - Challenges associated with emerging contaminants Specific topics.- Water, soil and air pollution and water quality assessment.- The global effects of environmental pollution- Emerging contaminants and the challenges for environmental risk assessment - The basic concept of hazard and risk and their links to circular economy - Environmental toxicity and eco-toxicity at different levels from molecules to population toxicity- Organisms models for industrial toxicity tests- Materials pollution and circular economy   - Plastic pollution and circular economy  - Electronic Waste and the environmental challenges in recycling  - Environmental pollution in the framework of circular economy - The EU regulations (REACH and CLP) for the management of chemicals - Challenges for regulation of materials","This course includes lectures in the form of presentations on the mentioned topics. Within each lecture, in-depth discussions are held and participants share information and discussion on different cases related to the topics. The course is mainly based on the active learning methodology. Students individually select a topic of interest and develop a report on the topic during the course. The student learns how to focus on a topic, be specific, and use state-of-the-art tools to support their topics. Students will learn how to put and formulate their ideas in the framework of circular economy. Students develop a report before the end of the course. Finally, students present the topics where they will learn how to present their ideas within a given structure and amount of time.","All the preparatory documents for the exam will be available on the Moodle page of the course.The preparatory material for the exam includes: slides of the course, assays and involvement in discussions.",,Not mentioned.
SCQ1095721,SC2590,"PSYCHOLOGY, POLICY MAKING AND EDUCATION TO A CIRCULAR ECONOMY",2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",Common track,6.0,Mark,"PSYCHOLOGY, POLICY MAKING AND EDUCATION TO A CIRCULAR ECONOMY",Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,ENRICO RUBALTELLI and MAJA ROCH,Second semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,24/02/2025,14/06/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/000ZZ/SCQ1095721/N0,None,The course aims at:- Providing knowledge on cutting-edge theories and techniques to improve people’s behavior and environmental responsibility.- Analyze people’s inconsistent behaviors and the psychological process that produce such inconsistencies.- Provide key tools on the importance of environmental learning in children in order to modify the future behavior of stakeholders.,Written exam.,The assessment criteria will be based on:- Level of learning.- Ability to extend the knowledge to specific cases studies.,"- The role of heuristics, emotions, and different thinking systems on how to overcome resistance to fully embrace circular economy.- Basic notions of risk perception and why people may underestimate the impact of our actions on the environment.- Benefits of learning how to develop easy and flexible techniques to modify and improve human behavior.- Benefits of involving future generations in the circular economy paradigm.- The role of family and school context in passing down values of sustainability practices to children.",Lectures and discussions of case studies and intervention projects.,The material for the final exam preparation will be provided by the instructors during the course.,"Thaler, R. H., Sunstein, C. R., Nudge: The Final Edition. --: Penguin Books, 2021.",Not mentioned.
SCQ1095722,SC2590,UNDERSTANDING STATISTICS OF CIRCULAR ECONOMY,2024/25,"Second cycle degree in SUSTAINABLE CHEMISTRY AND TECHNOLOGIES FOR CIRCULAR ECONOMY SC2590, Degree course structure A.Y. 2021/22, A.Y. 2024/25",Common track,6.0,Mark,UNDERSTANDING STATISTICS OF CIRCULAR ECONOMY,Department of Chemical Sciences,No,English,PADOVA,The Course unit can be attended under the option Single Course unit attendance,The Course unit can be chosen as Optional Course unit,The course unit can be attended by Erasmus+ and other exchange students,FRANCESCA BASSI,Second semester,2nd Year,face to face teaching,Lecture,6.0,48,102.0,No turn,24/02/2025,14/06/2025,https://en.didattica.unipd.it/off/2023/LM/SC/SC2590/000ZZ/SCQ1095722/N0,"Basic knowledge of math, algebra and calculus.","The aim of the course is to provide a basic understanding of the statistical methods and models used in circular economy and to train the students in statistical thinking. At the end of the course, students will be able to:1. Understand the role of statistics in doing research.2. Understand the basic statistical methods used to summarize and analyze univariate and bivariate data such as: numerical and graphical summaries, tests and confidence intervals for means and proportions, measures of association, simple linear regression.3. Understand and recognize the different data sources and statistics produced by National and International Statistical Systems. Special attention will be paid to the Composite Indicators related to circular economy. Composite indicators can measure circularity and sustainability of all production and consumption processes and compare levels with benchmarks, over time and space.4. Read and understand the statistics from reports and papers. These may include topics such as waste statistics, energy statistics, quality control, policy evaluation and life cycle modeling. 5. Analyze case studies related to the measurement of CE working in teams.",Written report on a specific case study working in groups and oral examination.,"Evaluation will be based on the general knowledge of the methods and models presented in the course, and on the capability of critically discussing a specific case.","• General ideas. Framing a research. Sampling. Statistical tests: hypotheses, p-values and their interpretation, types of error, power. Confidence intervals. • Explorative methods. Frequency tables, graphs, measures of location and spread.• Elementary methods. Inference on a proportion and comparison of two proportions. Student's t: one sample, two samples, paired data. Large sample inference. Nonparametric methods: Wilcoxon (one and two samples) and Kruskal-Wallis tests. Correlation coefficient. • Advanced methods. One-way and two-way analysis of variance. Regression analysis: linear and nonlinear models.• Main data sources for circular economy produced by National and International Statistical Systems.• Theory and methodology of indicators and composite indicators: how to measure CE ans sustianability.• Case studies and examples related to Circular Economy.","Classroom lectures followed by computer practical sessions using software to do statistical analyses: Excel, SPSS, R.Self-evaluation and Q&A sessions.Further activities will include e-learning activities, reading groups, teamwork and homework.At least one expert in the field of CE measurement will be invited for 1 or 2 lessons to present real case studies and transfer his/her experience to the students.",The teacher will provide the slides and other material during the course.,"Cicchitelli G. D’Urso, Minozzo M., Statistics – Principle and Methods. --: Pearson, 2021.",Not mentioned.
